timestamp,message
1674759820110,"SM_FRAMEWORK_PARAMS={""sagemaker_estimator_class_name"":""PyTorch"",""sagemaker_estimator_module"":""sagemaker.pytorch.estimator""}"
1674759820110,"SM_RESOURCE_CONFIG={""current_group_name"":""homogeneousCluster"",""current_host"":""algo-1"",""current_instance_type"":""ml.m5.large"",""hosts"":[""algo-1""],""instance_groups"":[{""hosts"":[""algo-1""],""instance_group_name"":""homogeneousCluster"",""instance_type"":""ml.m5.large""}],""network_interface_name"":""eth0""}"
1674759820111,"SM_INPUT_DATA_CONFIG={""testing"":{""RecordWrapperType"":""None"",""S3DistributionType"":""FullyReplicated"",""TrainingInputMode"":""File""},""training"":{""RecordWrapperType"":""None"",""S3DistributionType"":""FullyReplicated"",""TrainingInputMode"":""File""}}"
1674759820111,SM_OUTPUT_DATA_DIR=/opt/ml/output/data
1674759820111,"SM_CHANNELS=[""testing"",""training""]"
1674759820111,SM_CURRENT_HOST=algo-1
1674759820111,SM_MODULE_NAME=hpo
1674759820111,SM_LOG_LEVEL=20
1674759820111,SM_FRAMEWORK_MODULE=sagemaker_pytorch_container.training:main
1674759820111,SM_INPUT_DIR=/opt/ml/input
1674759820111,SM_INPUT_CONFIG_DIR=/opt/ml/input/config
1674759820111,SM_OUTPUT_DIR=/opt/ml/output
1674759820111,SM_NUM_CPUS=2
1674759820111,SM_NUM_GPUS=0
1674759820111,SM_MODEL_DIR=/opt/ml/model
1674759820111,SM_MODULE_DIR=s3://sagemaker-us-east-1-265345480326/pytorch-training-2023-01-26-18-52-59-862/source/sourcedir.tar.gz
1674759820111,"SM_TRAINING_ENV={""additional_framework_parameters"":{""sagemaker_estimator_class_name"":""PyTorch"",""sagemaker_estimator_module"":""sagemaker.pytorch.estimator""},""channel_input_dirs"":{""testing"":""/opt/ml/input/data/testing"",""training"":""/opt/ml/input/data/training""},""current_host"":""algo-1"",""framework_module"":""sagemaker_pytorch_container.training:main"",""hosts"":[""algo-1""],""hyperparameters"":{""batch-size"":""256"",""lr"":0.00607193420574796},""input_config_dir"":""/opt/ml/input/config"",""input_data_config"":{""testing"":{""RecordWrapperType"":""None"",""S3DistributionType"":""FullyReplicated"",""TrainingInputMode"":""File""},""training"":{""RecordWrapperType"":""None"",""S3DistributionType"":""FullyReplicated"",""TrainingInputMode"":""File""}},""input_dir"":""/opt/ml/input"",""is_master"":true,""job_name"":""pytorch-training-230126-1853-004-bf34313a"",""log_level"":20,""master_hostname"":""algo-1"",""model_dir"":""/opt/ml/model"",""module_dir"":""s3://sagemaker-us-east-1-265345480326/pytorch-training-2023-01-26-18-52-59-862/source/sourcedir.tar.gz"",""module_name"":""hpo"",""network_interface_name"":""eth0"",""num_cpus"":2,""num_gpus"":0,""output_data_dir"":""/opt/ml/output/data"",""output_dir"":""/opt/ml/output"",""output_intermediate_dir"":""/opt/ml/output/intermediate"",""resource_config"":{""current_group_name"":""homogeneousCluster"",""current_host"":""algo-1"",""current_instance_type"":""ml.m5.large"",""hosts"":[""algo-1""],""instance_groups"":[{""hosts"":[""algo-1""],""instance_group_name"":""homogeneousCluster"",""instance_type"":""ml.m5.large""}],""network_interface_name"":""eth0""},""user_entry_point"":""hpo.py""}"
1674759820111,"SM_USER_ARGS=[""--batch-size"",""256"",""--lr"",""0.00607193420574796""]"
1674759820111,SM_OUTPUT_INTERMEDIATE_DIR=/opt/ml/output/intermediate
1674759820111,SM_CHANNEL_TESTING=/opt/ml/input/data/testing
1674759820111,SM_CHANNEL_TRAINING=/opt/ml/input/data/training
1674759820112,SM_HP_BATCH-SIZE=256
1674759820112,SM_HP_LR=0.00607193420574796
1674759820112,PYTHONPATH=/opt/ml/code:/opt/conda/bin:/opt/conda/lib/python36.zip:/opt/conda/lib/python3.6:/opt/conda/lib/python3.6/lib-dynload:/opt/conda/lib/python3.6/site-packages
1674759820112,Invoking script with the following command:
1674759820112,/opt/conda/bin/python3.6 hpo.py --batch-size 256 --lr 0.00607193420574796
1674759820112,____Cartella canale training____: /opt/ml/input/data/training
1674759820112,____Cartella canale testing____: /opt/ml/input/data/testing
1674759820112,____Learning rate value = ____: 0.00607193420574796
1674759820112,____Batch size____: 256
1674759820112,"Namespace(batch_size=256, data_dir='/opt/ml/input/data/training', data_dir_test='/opt/ml/input/data/testing', epochs=5, lr=0.00607193420574796, model_dir='/opt/ml/model', momentum=0.5, test_batch_size=1000)"
1674759821113,Get train data loader
1674759821113,Get train data loader
1674759821113,[2023-01-26 19:03:40.747 algo-1:27 INFO utils.py:27] RULE_JOB_STOP_SIGNAL_FILENAME: None
1674759821113,[2023-01-26 19:03:41.046 algo-1:27 INFO profiler_config_parser.py:102] Unable to find config at /opt/ml/input/config/profilerconfig.json. Profiler is disabled.
1674759866488,Train Epoch: 1 [0/174 (0%)]#011Loss: 1.120664
1674759866488,Train Epoch: 1 [0/174 (0%)]#011Loss: 1.120664
1674759871489,"Test set: Average loss: 1.6276, Accuracy: 8/22 (36%)"
1674759871489,"Test set: Average loss: 1.6276, Accuracy: 8/22 (36%)"
1674759915727,Train Epoch: 2 [0/174 (0%)]#011Loss: 1.569709
1674759915727,Train Epoch: 2 [0/174 (0%)]#011Loss: 1.569709
1674759920729,"Test set: Average loss: 0.8350, Accuracy: 10/22 (45%)"
1674759920729,"Test set: Average loss: 0.8350, Accuracy: 10/22 (45%)"
1674759964872,Train Epoch: 3 [0/174 (0%)]#011Loss: 0.720061
1674759964872,Train Epoch: 3 [0/174 (0%)]#011Loss: 0.720061
1674759969874,"Test set: Average loss: 1.2029, Accuracy: 12/22 (55%)"
1674759969874,"Test set: Average loss: 1.2029, Accuracy: 12/22 (55%)"
1674760012887,Train Epoch: 4 [0/174 (0%)]#011Loss: 0.989586
1674760012887,Train Epoch: 4 [0/174 (0%)]#011Loss: 0.989586
1674760016888,"Test set: Average loss: 0.7074, Accuracy: 15/22 (68%)"
1674760016888,"Test set: Average loss: 0.7074, Accuracy: 15/22 (68%)"
1674760060936,Train Epoch: 5 [0/174 (0%)]#011Loss: 0.504408
1674760060936,Train Epoch: 5 [0/174 (0%)]#011Loss: 0.504408
1674760065937,"Test set: Average loss: 0.1062, Accuracy: 22/22 (100%)"
1674760065937,"Test set: Average loss: 0.1062, Accuracy: 22/22 (100%)"
1674760065937,Saving the model.
1674760065937,"Downloading: ""https://download.pytorch.org/models/resnet50-19c8e357.pth"" to /root/.cache/torch/hub/checkpoints/resnet50-19c8e357.pth"
1674760065937,"#015  0%|          | 0.00/97.8M [00:00<?, ?B/s]#015 30%|██▉       | 29.3M/97.8M [00:00<00:00, 307MB/s]#015 62%|██████▏   | 60.9M/97.8M [00:00<00:00, 321MB/s]#015 96%|█████████▌| 93.4M/97.8M [00:00<00:00, 330MB/s]#015100%|██████████| 97.8M/97.8M [00:00<00:00, 329MB/s]"
1674760065937,INFO:__main__:Train Epoch: 1 [0/174 (0%)]#011Loss: 1.120664
1674760065937,INFO:__main__:
1674760065937,"Test set: Average loss: 1.6276, Accuracy: 8/22 (36%)"
1674760065937,INFO:__main__:Train Epoch: 2 [0/174 (0%)]#011Loss: 1.569709
1674760065937,INFO:__main__:
1674760065937,"Test set: Average loss: 0.8350, Accuracy: 10/22 (45%)"
1674760065937,INFO:__main__:Train Epoch: 3 [0/174 (0%)]#011Loss: 0.720061
1674760065937,INFO:__main__:
1674760065937,"Test set: Average loss: 1.2029, Accuracy: 12/22 (55%)"
1674760065937,INFO:__main__:Train Epoch: 4 [0/174 (0%)]#011Loss: 0.989586
1674760065937,INFO:__main__:
1674760065937,"Test set: Average loss: 0.7074, Accuracy: 15/22 (68%)"
1674760065937,INFO:__main__:Train Epoch: 5 [0/174 (0%)]#011Loss: 0.504408
1674760065937,INFO:__main__:
1674760065937,"Test set: Average loss: 0.1062, Accuracy: 22/22 (100%)"
1674760065937,INFO:__main__:Saving the model.
1674760065937,"2023-01-26 19:07:45,798 sagemaker-training-toolkit INFO     Reporting training SUCCESS"
